gene,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10
PRKCB,0.010631306848206155,0.015350119914880027,0.026388272016565618,0.04922732205143507,-0.01248900993016129,-0.01383729430908537,-0.025965965919733734,0.02632251633423398,-0.024897273754532084,0.013422185044441906
LST1,0.12038042410416332,0.0014247132563514518,-0.0026632837996141343,-0.026169545374751153,-0.008089849530033241,-0.05993609127865157,0.00156452542341778,-0.018718585563697893,-0.0029079131924649067,0.013149150341589828
SERPINF1,0.013378120416560925,5.254517822887513e-4,0.014557733797579145,0.015082998854219126,-0.013185551085230084,0.09401918556738365,0.02920930600793406,-0.15231990564941322,-0.0066842213550890855,0.0018542773507095797
MYL9,0.0030364991085637737,0.003882018339507274,-0.09132547132409337,0.07093283786156138,0.008443237389672573,0.008860278852025822,-0.021859363667611455,-0.007927260316876317,-0.04579043840844002,-0.0059871275899271
SIVA1,0.005752307913021267,-0.019948235520524573,-0.0021109208531819236,-0.015805120307113535,-0.0355260526177512,0.004922617454522752,-0.003579767474154339,0.018285746806039355,0.0028808134978284337,0.011545357701552196
NDUFA12,5.9692191326286815e-5,-0.023347240661085438,0.004557747557698348,-0.005252871388355695,-0.043324681090813395,-0.004149077217798183,0.025230286126057145,-0.02206425778684213,-0.02370167443633594,0.010082680670191562
C16orf13,0.0059588806639782116,-0.01192349732977703,0.0013003127861555886,0.0030509790783480044,-0.016363753741674203,0.03146342190420259,0.02443165965658796,-0.0321433110581321,-0.03585927491358261,0.017648536994947
IGJ,-0.0050339301594905595,0.027802324486090598,0.03702648427143831,0.04497887428843139,-0.012824574167193589,0.032822452723775916,-0.012297235092272632,0.032086280614603516,-0.06768811483789126,0.007292751763986078
MLLT11,-0.0024552380126099367,-0.017305692225185614,0.0016162827739987,-9.905663647376906e-4,-0.013103220168194053,0.006640522031754734,0.007774058338615578,0.014337232782376134,-0.005482793689028203,0.021569268892856312
PRDX1,0.0221849251010882,-0.011574973845450538,0.009778785513481447,-0.002891546943933138,-0.05144962901419502,0.007509260623329381,-0.042453905089709455,0.009009514084385948,-0.013620093062274047,-0.019867788698955422
THOC7,-0.004930783170723197,-0.010529219825274352,0.006619212716467463,-0.00667252249745139,-0.02636941245996502,0.026168746553934228,0.024567152265202334,-0.013989358033871687,-0.012190704212181918,-0.007326968576454199
RABL6,0.006982958055051625,-0.008327801072977689,0.008554874575460914,0.0015894413732076569,-0.010606600991902025,0.018997811248612943,-0.02145162062177326,0.013908903735215035,-0.03497399512414854,-0.040628604667752345
SDHB,0.027622689667462244,-0.005206363573152423,0.010734745474590792,0.006288124634721369,-0.02396117648448926,0.024604273129788506,0.0066908477710163495,-0.016225870689175075,-0.006858172248032793,0.008647011045025875
CLDN5,0.002730767690420127,0.002934575760578998,-0.07117759899867455,0.05635440839214009,-0.012495258188046272,0.0074837225608367555,0.008007223552443337,0.010317802150384886,0.019959464247010884,0.007070741063940697
IFI27,-9.997277878746067e-4,-0.008170590991782621,-0.004032037847076299,-0.01612514946343104,-0.03341370829084722,0.014376862444229819,-0.03317602184326249,0.004542280798210186,0.013321661309947783,9.916119208335605e-4
UBLCP1,-0.002667064409913148,-0.01268859769723415,0.007344790041704751,0.003892735527323854,-0.022520997558929213,-0.003975345931296329,0.02301915371281138,0.029655206138705068,-0.004658406709075651,-0.0017323255886630851
STK38,0.0030344925703829836,-0.012357567540546696,0.0028390711217068797,-0.006111672207173232,-0.006077221293972481,0.002284737228028507,0.019619853226260257,0.03189358416139446,0.003954760696234417,0.01951708054237438
TREML1,0.0035449269109916466,0.006306679671305081,-0.10369431142328168,0.07976120422274477,-0.0024626014929017494,0.003430407919661783,-0.019844068528635884,-0.017747107123477872,-0.0328147209907265,8.191202128580584e-4
PRF1,-0.022234339607385464,-0.1488637179411768,0.0399511100179441,0.07199931571460624,0.09984936310049661,-2.2322308694745958e-4,0.04160657320172509,0.01367043721713077,-0.0019659313226299876,0.007078649450902396
SPARC,0.005046881259197934,0.0107185621554223,-0.14194659839601892,0.09951726404143704,-9.07155919697522e-4,0.010758877920480053,-0.01799387811714964,0.0030898629513600776,-0.02912453350104246,-0.0050450935479485984
RALY,0.00691876598156783,-0.033652546758140445,0.014581255094923522,0.01402329142190138,-0.024414696683306997,0.017187825204139154,-0.004716597879239821,0.008846540405813645,-0.0021026108377301834,-0.012153264031969731
TNFRSF17,-0.002457875830002886,0.015460561795567986,0.019277587886311197,0.023899415846232158,-0.013408379915261181,0.011030217309588858,-0.014541160754592553,0.03441034963531042,-0.04864531480172054,0.0011930938077220536
PTGDS,-0.003202761345039213,-0.03689365836516024,0.012242147382102499,0.021526301773445562,0.023023903631133057,0.006752959450768713,0.04264116885205102,-0.019849598093976194,-0.037550694366616344,0.015230343918856352
IL8,0.04941940118413194,0.009385921840943282,-0.012362743572624032,-0.03493998062897591,0.045977716046218295,0.03653404935227341,0.002593837443777993,0.048109499653617493,-0.010316023894662251,0.04549832122978232
HIST1H2AC,0.005628719965092056,0.010781075442190691,-0.12385937029741514,0.11479378057820674,-0.008993723978421813,-0.003494733576210281,-0.001307639192383604,0.004532687623234184,-0.004635238607885263,-0.008580914552153523
FCGR3A,0.04179504443273627,-0.11526151641968935,0.0443851979980823,0.07444745522376393,-0.030722694839581875,-0.17920314198936058,0.052825966958276044,-0.017558874467977614,-0.019582615139817204,0.01720589883621327
C14orf1,-0.013474821371548307,-0.016715633637950082,0.003957732480471013,-2.3764720670294476e-4,-0.011993334803412681,0.02533762397880625,0.03757861102312356,-0.027007707530372207,-0.031275565697877414,-0.02892526321738439
TNFSF10,0.04784267275307136,-0.009987002711987164,0.004516585550320007,-0.008359650272544022,-0.04968043099233654,-0.034854076664663745,0.03498442320648119,0.04390827479414087,0.07051025625872234,-0.0902619811214733
TYROBP,0.12123671468048292,-0.04227606818193357,0.007347756257371159,-0.008648880153309564,0.0676562296068389,-0.018240541093329236,0.057142610692937,0.007697482565243121,-0.00650097677344677,0.01647191631639424
CLEC2B,-0.005467180942747378,-0.024307655186522215,0.012491138168473973,0.0127706525957395,-0.007661529924923884,-0.0030920897653959755,-0.004955142865811449,0.007975298622683247,-0.022239279963396072,0.02601656785159426
ODC1,-0.005352696851645038,0.012890423246339773,-0.04356490794774856,0.06971854266382395,-0.028907732846427763,0.011393863968460871,-0.006510786512193877,0.005386264499730337,-0.011741477905650192,0.01745075607979077
STAMBP,0.00111038970073571,-0.010773391804641293,0.007035630052014272,0.004080730401301165,-0.011843929165175284,0.017695749237467463,0.013888506511215365,0.023486598809949247,-0.014002772726724122,-0.03558767203988528
FCER1G,0.11470533702748127,-0.05436524739355431,0.01145730949339323,0.013053211866977837,0.03613130506739862,-0.06013969220840549,0.06155520637097918,-0.012620830976063662,0.0019243317531494682,0.02407531930226662
CWC15,0.0060313192778788105,-0.008614597501861958,0.005347980519610833,-0.004772529747834078,-0.02961759274703647,0.018842159185372964,0.006588978017140942,0.0247319136675611,-0.047563199182593795,0.017163026838182847
FGFBP2,-0.01781173334911263,-0.13891465484928173,0.04481616926212464,0.0759223929396015,0.11063177584497806,-0.015856906543061978,0.07676904722776096,0.004419990140785271,-0.047553029382141745,-0.007786637969834291
GMPR,0.026212556448568528,0.003330950489626692,-0.04564141470582346,0.0355222987653295,-0.005682119666772293,0.0163562776789125,0.0258025153089199,0.0034398157353625436,0.04552745731534205,-0.06333175758365668
AIF1,0.11917121524948056,0.005444630913550536,-0.011017123788841083,-0.03592761172999073,-0.006382858853556104,-0.054721248476106606,0.02798681226272928,-0.018626172837384325,-0.0076953431600792635,0.001038153854935651
DNASE1L3,0.0029931108705448534,-0.001675478202128007,0.006130612102488965,0.007326805276065862,-0.006123423239676729,0.02085756749626853,0.012181374684845885,-0.04884655087400753,-0.008301289406183977,0.012897908150867169
ITGA2B,0.0024286708316387713,0.008169204355973405,-0.12038843748207437,0.08355622657722639,0.002154329412117746,0.005457767867006873,-0.006197976688710681,-0.005805281272613603,-0.015878102566280354,-0.010425802217438145
HLA-DQA1,0.016531848553105202,0.10265624320268915,0.11111144079206792,0.13691951444679748,-0.01695670373410285,0.04016711090175615,-0.030737217853526542,-0.0616716837339801,0.04485957673300072,-0.00946935754747368
IDH2,0.01638673574641578,-0.03451296133522624,0.0020173208643269186,0.027526016071602016,-0.02225251659405869,0.0037380288519675985,-0.01064200571289788,-0.013019086846889084,-0.016206467169234774,-0.03858879455883591
CXCL3,0.006942268827521621,-2.847830229024276e-4,0.0010816343836386718,9.499490026512553e-4,-0.0030583396948231025,0.005850065663379487,0.00894072450782915,0.004120784473617019,0.011412164816111594,-8.320525895704996e-4
CORO1B,0.013044107949378271,-0.01091791560994591,-0.016273733756932543,-0.02756109656230354,-0.06226905820897922,0.014908849632174872,-0.018238214515583318,-0.0015454054019569915,-0.041656258432706046,0.0035601657567071363
NXT2,-0.002506808611519223,-0.011625801659534163,0.009873586707487093,0.016945137518045834,-0.008939944823810803,4.866838812303686e-4,-7.845044827898e-4,0.033613787860092496,0.021994776470291594,0.012843107711045139
FCN1,0.11608207675717715,0.011791450697160658,-0.01018777000942808,-0.044962551945117474,0.04879236572580757,0.02739869329881386,0.013487552507884158,0.04524061087646014,0.008763548332623716,0.0018680006056276855
PTCRA,0.004503338986944212,0.005494378693878117,-0.11269593885322607,0.08994361485817871,-0.014262337595691902,0.0202837538819806,0.008066776122500764,-0.01898433107581123,-0.01042156637916432,-5.45938625360469e-4
STK17A,-0.04161313102069826,-0.011880868612516192,0.021069199069521923,0.015209654620752007,-0.007066186115324088,0.0037646443680371218,0.020937162460717394,0.025506273015886448,0.008425591268085151,0.01908757458116494
KLRG1,-0.023152029076428614,-0.06911660298380312,0.0077389669846065325,0.009307735912694931,0.03500558616358182,0.006770881067539872,-0.1406186233334579,-0.031400488025949254,0.049595804443142585,0.011116655256027588
BMPR2,0.0019971409789708797,3.639461773549156e-4,0.0027215626113587382,3.839756934207947e-4,0.002137455134460574,0.005633102367026919,0.0012425864526066186,-0.024570464390078754,0.0022391354819450695,-0.007340554410289738
NT5C3A,-0.001814232786990084,0.011190036341254523,-0.025852498942387444,0.043366236118320266,-0.016137484834921497,0.004288796556571786,0.032659544348023754,0.02211598276143952,0.036499285219365504,-0.026481142322959658
IFITM3,0.10238849559373046,-0.01591752473339565,0.012844639292366017,-4.102891972880542e-4,-0.0360486804392171,-0.08125723421322803,0.01037236184216012,-0.037198311537696836,0.042020199342081586,-0.05588757367417546
PHACTR4,-0.0031669882733850307,-0.005485682485837029,-0.005768058403413794,0.004249943324809818,3.358541517080877e-5,0.011583290193128879,-0.014689411330619845,0.025947899597893724,0.027669327301409703,-0.016467736079280756
ABT1,-5.478291195440857e-4,-0.02100547082028202,0.007358492902018143,0.002450065900880633,-0.017826998704472043,0.009028942418190532,0.008984064342376459,0.018685612998510046,-0.0016942817646502678,0.04120895006605179
MMD,1.2907591797305982e-4,0.009190443773337728,-0.10713896933212055,0.0820749744054601,-0.014692243924120111,0.003250464135299251,0.011745138586568503,0.005068549013965476,0.03448370543484975,-0.0021180790583875983
TSC22D1,0.0027247783964559347,-1.5273334952836952e-4,-0.09284078989883479,0.07318944232654735,-0.008398998019162125,0.004185245512537605,0.011117076989035612,0.0033594575804681516,0.01589435478922219,-0.0022279757021787844
CCT7,-0.006274201633483822,-0.017363632046444977,0.007826723055897008,0.009643199993292622,-0.04148423208343326,0.007905291899919415,0.021920872349114807,-0.015518044420429172,-0.007449277904530486,-0.0017936945853872935
MZB1,-0.006594469870180032,0.03544618827247844,0.034191205895414106,0.055963129993123174,-0.004831423824876027,0.04093246189867509,-0.006141151457714121,-0.009458373301268674,-0.06429870539642438,0.01506962612378515
DNAJC15,0.008710057659495358,-0.0017264154512728325,0.01220501526277981,0.010784243016320694,-0.03217302721606807,0.021440507040840707,0.004284651911405363,-0.006529555158615868,-0.009383252952419997,-0.0041073968631163745
RXRA,0.04713892413801911,-0.0052452216305080195,-0.006879054449542306,8.603644073958711e-4,-0.025299725293323725,-0.03622558605524772,0.0038442044189590284,0.005128146943348487,-0.001323701893929449,0.01896281408214102
PSMD14,-0.003572626209308187,-0.017367311040973103,0.010206038241877385,0.0034489084831188454,-0.0252195763541864,0.021321441325375782,0.0011934337010835886,0.019034777054614913,-0.03424926169013781,0.006931722401166044
STMN1,-0.014523633822512592,-0.02122621838433161,0.013299995276835803,0.023091520553158745,-0.004436718140668671,0.03546971168067472,-0.001139896265623206,-0.0135273589342222,-0.10404971323054506,-0.01103952155434374
VAMP5,0.03248708789802484,-0.02285265466152528,0.003981984265149438,-0.009209538918845057,-0.015757054334345363,-0.009430180741492608,-0.01395482297757876,0.01761137190843034,0.002308376057061213,-0.0501653354937225
CISD1,-0.0023469767701397967,-0.012212716471457661,0.005507730075046489,-4.8398644581337384e-4,-0.0021657300996074905,0.021987224278826507,-5.438551791127946e-4,0.005442954543142144,0.0310487203437697,4.496456014854979e-4
TCL1A,-0.017678936410373432,0.10452355895440017,0.08671133915116074,0.10870603808948297,0.03060978618054178,-0.01705323647861763,3.025142398112829e-4,0.04922089666004295,0.03198517167344239,0.021757265863183405
TNFRSF9,-6.100899436263123e-4,-0.006972926555127113,0.0014249113896727527,0.0026505629852771567,2.1695141051739382e-4,0.009950021529572575,-0.01933254805669414,-0.008619519937918634,0.012371341392217666,-0.014478230003307186
SAT1,0.09920870614905113,0.006494185368884268,-0.020033223391399593,0.012645361224600546,-0.007928501146008772,-0.023718617995882128,-0.046322978417011974,0.027131101370637303,-3.337357943576155e-4,-0.033868760529097215
CLEC1B,0.004601101907736319,0.0030596369416145634,-0.08141043755996909,0.06081109194825201,-0.011189504969595825,0.018531472098802113,0.0017908311046027825,0.003026469567914184,0.019609152580576883,0.005744000641921914
COTL1,0.09880846812988472,0.007362980598701797,-0.01595314002496615,-0.02150622264943242,-0.055408731533300816,-0.006505223180136572,-0.047462527528458566,-0.003971331145959819,-0.027374071115989905,-0.0028505973467887404
ACRBP,0.010546196266410606,0.00589487773391777,-0.10945442791267657,0.08282128382254458,-0.01570656142545877,0.0049449202056915985,0.006692195289636217,0.0014219041035558456,0.0071871234732373175,0.0017509272202075694
CLEC10A,0.03316518733248311,0.00628853710564259,0.014029803315123775,0.008685533221519886,-0.008197041223004652,0.10785596035503918,0.01739102996860132,-0.2171999739234241,0.05506665026211009,-0.04717429620348256
OSCAR,0.052500661367472064,-0.001383703176467821,-0.0012965711545889884,-0.01429606392861582,-0.005006832200845654,-0.014135980639461664,0.007175445825267929,0.035101209569170136,0.004751075644272253,0.010994320275050512
NOP58,-0.010547519717110926,-0.008393871532224869,0.005837456741858017,-0.0024567235904424133,-0.025556164432397405,0.03142878692177078,8.735298079386291e-4,0.00723824353777736,-0.04365230372241463,0.04479219338274902
FAM32A,0.011772659626067923,-0.010976538619890466,0.009821888051239404,0.009961151513021411,-0.024265396128810672,-0.002401809732724462,-6.072960537996877e-4,0.005067808217832773,-0.028646066229739028,0.001125056021750925
FERMT3,0.01569299290024964,-0.02780774757275939,-0.047183545608888294,0.05282503569074482,-0.017237740629072025,0.02527289159707267,-0.009526394443019412,-0.009887285547708726,-0.017382373370564315,0.00767513017482026
LUC7L,-0.001676013552937991,-0.0020169110142462562,0.005136708224376469,0.009663324219150365,-0.01214657488939125,-0.001989319532822508,2.9586316888512967e-4,-0.01602368957218466,0.03924825520283469,-0.019339138255966143
ALDH2,0.07140605144577893,0.013087392461227738,5.684446036028751e-4,-0.023135254908542714,0.036911586593469055,0.08391004090220769,0.024149342337589773,-0.0019754319492038134,0.02235954320424914,0.010132597384911044
SH3GLB1,0.01704639630976404,-0.02880629290705411,0.010140104893286447,0.015659283381862912,-0.017032808175153714,-0.01353733987631913,-0.0057837587284551425,0.043471091282355295,0.04473008376522562,0.004565195083803617
MPP1,0.038756028732561586,-0.003488344452837218,-0.09283289338799554,0.06975229672986079,-0.029682213527477956,-0.014954388936482831,0.018878715262125187,-0.005614765914935763,-0.02491814103823135,0.013839449226506111
COQ7,0.0056626250190994,0.012968227306732997,0.016755997768293292,0.012455205874342361,0.001227533163976035,0.014073952169726733,0.017521156811057623,0.04204809314996748,-0.0018904733101266457,0.014131920224554142
PACS1,-0.007285985519201976,-0.003526918239343579,0.008946501654399508,0.007404566891683573,-0.009062153436057178,-0.008353148415294961,0.007329891200862105,0.015449705363905475,0.003436238271854206,-0.025594242023022722
NPC2,0.09798922615260695,0.012223446089450894,-6.26432652244994e-4,-0.009789316640443982,-0.005267719749204259,-0.017023249275846117,0.002716811809647593,-0.003253586355813344,-0.005097181982468712,-0.011062567507387416
GGNBP2,-0.008693259261026112,-0.011705451344643234,0.011105636461187998,0.0031000967631745883,-0.022401893789281226,0.012813894582777794,0.016515659852855778,0.006802323310762185,-0.009421798469940608,-0.0333713989619112
SSBP1,-0.010613210545542833,-0.016505834586748713,0.00687883861044111,-0.007448572991869433,-0.03543322420762835,0.016047658997795543,0.030370472951944703,0.007929147699020592,-0.014824135386142474,0.01481355420113597
TYMS,6.5164852698406e-4,-0.01336282359055798,0.00858392085598586,0.012762552104508012,-0.013229131704087412,0.02582446271028014,-0.011660825368346341,0.00251473853977449,-0.07708032963229625,-0.019951237612513037
CARS,-0.004606029276889038,-0.009773914467228117,-0.007388703113469766,-0.011713902693708582,-0.011822054951932831,-0.005995058332649376,0.03183012710355654,-0.03952347033269905,0.015466542302317433,-0.009315198255873017
UBA5,-0.006079457083577369,-0.005139782959542582,0.007566104101829683,0.002571496829183056,-0.016006861368194625,0.018968628362759553,-0.009174533126237883,0.027438508589413657,-0.023588675789480876,-0.009948591524257987
CIR1,0.010373711485558644,-0.002785896467049339,0.011894793554818065,2.6944726423986943e-4,-0.011179465082359404,0.008860222661856305,0.030212513855303717,0.005537616357632305,-0.012510600596142753,0.0020298600681817698
